product_id,product_brand,product_name,Refined_Brand,Product_Type,Meta_Category
1137,Tri-State,Tri-State Lemons,Tri-State,Lemons,Miscellaneous
1138,Tri-State,Tri-State Fancy Plums,Tri-State,Plums,Miscellaneous
1139,Tri-State,Tri-State Plums,Tri-State,Plums,Miscellaneous
1140,Tri-State,Tri-State Peaches,Tri-State,Peaches,Produce
1141,Tri-State,Tri-State Broccoli,Tri-State,Broccoli,Produce
1142,Tri-State,Tri-State Mandarin Oranges,Tri-State,Oranges,Miscellaneous
1143,Tri-State,Tri-State Mixed Nuts,Tri-State,Nuts,Produce
1144,Tri-State,Tri-State Canned Peanuts,Tri-State,Peanuts,Produce
1145,Tri-State,Tri-State Sweet Onion,Tri-State,Onion,Produce
1146,Tri-State,Tri-State Cantelope,Tri-State,Cantelope,Miscellaneous
1147,Tri-State,Tri-State Honey Dew,Tri-State,Dew,Pantry
1148,Tri-State,Tri-State Fuji Apples,Tri-State,Apples,Produce
1149,Tri-State,Tri-State Walnuts,Tri-State,Walnuts,Produce
1150,Tri-State,Tri-State Oranges,Tri-State,Oranges,Miscellaneous
1151,Tri-State,Tri-State Tangerines,Tri-State,Tangerines,Miscellaneous
1152,Tri-State,Tri-State Party Nuts,Tri-State,Nuts,Produce
1153,Dual City,Dual City Lox,Market Meat/Seafood,Lox,Meat/Seafood
1154,Dual City,Dual City Scallops,Market Meat/Seafood,Scallops,Meat/Seafood
1155,Horatio,Horatio Low Fat Cookies,Horatio,Cookies,Snacks/Frozen
1156,Horatio,Horatio BBQ Potato Chips,Horatio,Chips,Produce
1157,Horatio,Horatio Corn Chips,Horatio,Chips,Produce
1158,Horatio,Horatio Low Fat BBQ Chips,Horatio,Chips,Snacks/Frozen
1159,Horatio,Horatio Sugar Cookies,Horatio,Cookies,Snacks/Frozen
1160,Horatio,Horatio Chocolate Chip Cookies,Horatio,Cookies,Beverage
1161,Horatio,Horatio Fudge Cookies,Horatio,Cookies,Snacks/Frozen
1162,Horatio,Horatio Fudge Brownies,Horatio,Brownies,Miscellaneous
1163,Horatio,Horatio Potato Chips,Horatio,Chips,Produce
1164,Horatio,Horatio Lemon Cookies,Horatio,Cookies,Snacks/Frozen
1165,Horatio,Horatio Graham Crackers,Horatio,Crackers,Snacks/Frozen
1166,Horatio,Horatio Cheese Crackers,Horatio,Crackers,Dairy
1167,Horatio,Horatio Buttered Popcorn,Horatio,Popcorn,Produce
1168,Horatio,Horatio No Salt Popcorn,Horatio,Popcorn,Produce
1169,Horatio,Horatio Low Fat Popcorn,Horatio,Popcorn,Produce
1170,Horatio,Horatio Salsa Dip,Horatio,Dip,Miscellaneous
1171,Horatio,Horatio Avocado Dip,Horatio,Dip,Miscellaneous
1172,Horatio,Horatio Salted Pretzels,Horatio,Pretzels,Snacks/Frozen
1173,Horatio,Horatio Cheese Dip,Horatio,Dip,Dairy
1174,Horatio,Horatio Fondue Mix,Horatio,Mix,Miscellaneous
1175,Horatio,Horatio Mini Donuts,Horatio,Donuts,Produce
1176,Horatio,Horatio Beef Jerky,Horatio,Jerky,Meat/Seafood
1177,Horatio,Horatio Chocolate Donuts,Horatio,Donuts,Beverage
1178,Horatio,Horatio Low Fat Chips,Horatio,Chips,Snacks/Frozen
1179,Horatio,Horatio Sesame Crackers,Horatio,Crackers,Snacks/Frozen
1180,Horatio,Horatio Frosted Cookies,Horatio,Cookies,Snacks/Frozen
1181,Horatio,Horatio Dried Apples,Horatio,Apples,Produce
1182,Horatio,Horatio Apple Fruit Roll,Horatio,Roll,Produce
1183,Horatio,Horatio Strawberry Fruit Roll,Horatio,Roll,Produce
1184,Horatio,Horatio Raspberry Fruit Roll,Horatio,Roll,Produce
1185,Horatio,Horatio Grape Fruit Roll,Horatio,Roll,Produce
1186,Horatio,Horatio Dried Dates,Horatio,Dates,Produce
1187,Horatio,Horatio Raisins,Horatio,Raisins,Miscellaneous
1188,Horatio,Horatio Golden Raisins,Horatio,Raisins,Miscellaneous
1189,Horatio,Horatio Dried Apricots,Horatio,Apricots,Produce
1190,Horatio,Horatio Frosted Donuts,Horatio,Donuts,Produce
1191,Musial,Musial Tasty Candy Bar,Market Snacks/Frozen,Bar,Snacks/Frozen
1192,Musial,Musial Mint Chocolate Bar,Market Beverage,Bar,Beverage
1193,Musial,Musial Malted Milk Balls,Market Beverage,Balls,Beverage
1194,Musial,Musial Semi-Sweet Chocolate Bar,Market Beverage,Bar,Beverage
1195,Musial,Musial Bubble Gum,Market Snacks/Frozen,Gum,Snacks/Frozen
1196,Musial,Musial Spicy Mints,Market Miscellaneous,Mints,Miscellaneous
1197,Musial,Musial Mints,Market Miscellaneous,Mints,Miscellaneous
1198,Musial,Musial White Chocolate Bar,Market Beverage,Bar,Beverage
1199,Colossal,Colossal Ravioli,Market Miscellaneous,Ravioli,Miscellaneous
1200,Colossal,Colossal Manicotti,Market Miscellaneous,Manicotti,Miscellaneous
1201,Colossal,Colossal Spaghetti,Market Bakery/Pasta,Spaghetti,Bakery/Pasta
1202,Colossal,Colossal Thai Rice,Market Pantry,Rice,Pantry
1203,Colossal,Colossal Rice Medly,Market Pantry,Medly,Pantry
1204,Portsmouth,Portsmouth Imported Beer,Market Beverage,Beer,Beverage
1205,Portsmouth,Portsmouth Light Wine,Market Beverage,Wine,Beverage
1206,Portsmouth,Portsmouth Chardonnay Wine,Market Beverage,Wine,Beverage
1207,Portsmouth,Portsmouth Chablis Wine,Market Beverage,Wine,Beverage
1208,Portsmouth,Portsmouth Merlot Wine,Market Beverage,Wine,Beverage
1209,Portsmouth,Portsmouth Chardonnay,Market Miscellaneous,Chardonnay,Miscellaneous
1210,Portsmouth,Portsmouth White Zinfandel Wine,Market Beverage,Wine,Beverage
1211,Portsmouth,Portsmouth Light Beer,Market Beverage,Beer,Beverage
1212,Sphinx,Sphinx Pumpernickel Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1213,Sphinx,Sphinx White Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1214,Sphinx,Sphinx Rye Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1215,Sphinx,Sphinx English Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1216,Sphinx,Sphinx Cranberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1217,Sphinx,Sphinx Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1218,Sphinx,Sphinx Bagels,Market Bakery/Pasta,Bagels,Bakery/Pasta
1219,Sphinx,Sphinx Blueberry Muffins,Market Bakery/Pasta,Muffins,Bakery/Pasta
1220,Sphinx,Sphinx Wheat Bread,Market Bakery/Pasta,Bread,Bakery/Pasta
1221,Plato,Plato Sesame Oil,Plato,Oil,Pantry
1222,Plato,Plato Chunky Peanut Butter,Plato,Butter,Produce
1223,Plato,Plato Hot Chocolate,Plato,Chocolate,Beverage
1224,Plato,Plato Brown Sugar,Plato,Sugar,Pantry
1225,Plato,Plato White Sugar,Plato,Sugar,Pantry
1226,Plato,Plato French Roast Coffee,Plato,Coffee,Beverage
1227,Plato,Plato Decaf Coffee,Plato,Coffee,Beverage
1228,Plato,Plato Regular Coffee,Plato,Coffee,Beverage
1229,Plato,Plato Vegetable Oil,Plato,Oil,Produce
1230,Plato,Plato Corn Oil,Plato,Oil,Produce
1231,Plato,Plato Tomato Sauce,Plato,Sauce,Produce
1232,Plato,Plato Canola Oil,Plato,Oil,Pantry
1233,Plato,Plato Grape Preserves,Plato,Preserves,Miscellaneous
1234,Plato,Plato Columbian Coffee,Plato,Coffee,Beverage
1235,Plato,Plato Strawberry Jelly,Plato,Jelly,Pantry
1236,Plato,Plato Pepper,Plato,Pepper,Pantry
1237,Plato,Plato Low Fat Apple Butter,Plato,Butter,Produce
1238,Plato,Plato Salt,Plato,Salt,Pantry
1239,Plato,Plato Apple Butter,Plato,Butter,Produce
1240,Plato,Plato Oregano,Plato,Oregano,Miscellaneous
1241,Plato,Plato Apple Jelly,Plato,Jelly,Produce
1242,Plato,Plato Grape Jam,Plato,Jam,Pantry
1243,Plato,Plato Apple Jam,Plato,Jam,Produce
1244,Plato,Plato Strawberry Jam,Plato,Jam,Pantry
1245,Plato,Plato Creamy Peanut Butter,Plato,Butter,Produce
1246,Plato,Plato Strawberry Preserves,Plato,Preserves,Miscellaneous
1247,Plato,Plato Extra Chunky Peanut Butter,Plato,Butter,Produce
1248,Plato,Plato Apple Preserves,Plato,Preserves,Produce
1249,Plato,Plato Grape Jelly,Plato,Jelly,Pantry
1250,Skinner,Skinner Berry Juice,Market Beverage,Juice,Beverage
1251,Skinner,Skinner Mango Drink,Market Beverage,Drink,Beverage
1252,Skinner,Skinner Strawberry Drink,Market Beverage,Drink,Beverage
1253,Skinner,Skinner Cream Soda,Market Beverage,Soda,Beverage
1254,Skinner,Skinner Diet Soda,Market Beverage,Soda,Beverage
1255,Skinner,Skinner Cola,Market Beverage,Cola,Beverage
1256,Skinner,Skinner Diet Cola,Market Beverage,Cola,Beverage
1257,Skinner,Skinner Orange Juice,Market Beverage,Juice,Beverage
1258,Skinner,Skinner Cranberry Juice,Market Beverage,Juice,Beverage
1259,Skinner,Skinner Apple Juice,Market Beverage,Juice,Beverage
1260,Skinner,Skinner Apple Drink,Market Beverage,Drink,Beverage
1261,Johnson,Johnson Oatmeal,Market Snacks/Frozen,Oatmeal,Snacks/Frozen
1262,Johnson,Johnson Corn Puffs,Market Produce,Puffs,Produce
1263,Johnson,Johnson Wheat Puffs,Market Snacks/Frozen,Puffs,Snacks/Frozen
1264,Johnson,Johnson Grits,Market Snacks/Frozen,Grits,Snacks/Frozen
1265,Pleasant,Pleasant Canned Beets,Pleasant,Beets,Produce
1266,Pleasant,Pleasant Creamed Corn,Pleasant,Corn,Produce
1267,Pleasant,Pleasant Canned String Beans,Pleasant,Beans,Produce
1268,Pleasant,Pleasant Chicken Soup,Pleasant,Soup,Meat/Seafood
1269,Pleasant,Pleasant Canned Yams,Pleasant,Yams,Produce
1270,Pleasant,Pleasant Vegetable Soup,Pleasant,Soup,Produce
1271,Pleasant,Pleasant Canned Tomatos,Pleasant,Tomatos,Produce
1272,Pleasant,Pleasant Noodle Soup,Pleasant,Soup,Bakery/Pasta
1273,Pleasant,Pleasant Regular Ramen Soup,Pleasant,Soup,Bakery/Pasta
1274,Pleasant,Pleasant Chicken Noodle Soup,Pleasant,Soup,Bakery/Pasta
1275,Pleasant,Pleasant Turkey Noodle Soup,Pleasant,Soup,Bakery/Pasta
1276,Pleasant,Pleasant Beef Soup,Pleasant,Soup,Meat/Seafood
1277,Pleasant,Pleasant Canned Peas,Pleasant,Peas,Produce
1278,Pleasant,Pleasant Chicken Ramen Soup,Pleasant,Soup,Bakery/Pasta
1279,Pleasant,Pleasant Canned Tuna in Water,Pleasant,Water,Beverage
1280,Pleasant,Pleasant Canned Tuna in Oil,Pleasant,Oil,Produce
1281,Pleasant,Pleasant Large Canned Shrimp,Pleasant,Shrimp,Produce
1282,Pleasant,Pleasant Fancy Canned Anchovies,Pleasant,Anchovies,Produce
1283,Pleasant,Pleasant Fancy Canned Clams,Pleasant,Clams,Produce
1284,Pleasant,Pleasant Fancy Canned Oysters,Pleasant,Oysters,Produce
1285,Pleasant,Pleasant Fancy Canned Sardines,Pleasant,Sardines,Produce
1286,Pleasant,Pleasant Rice Soup,Pleasant,Soup,Pantry
1287,Toucan,Toucan Canned Mixed Fruit,Market Produce,Fruit,Produce
1288,Toucan,Toucan Canned Peaches,Market Produce,Peaches,Produce
1289,Toretti,Toretti Rosy Sunglasses,Market Household,Sunglasses,Household
1290,Framton,Framton Eyeglass Screwdriver,Market Household,Screwdriver,Household
1291,Framton,Framton City Map,Market Household,Map,Household
1292,Booker,Booker Low Fat Cottage Cheese,Booker,Cheese,Dairy
1293,Booker,Booker Low Fat Sour Cream,Booker,Cream,Dairy
1294,Booker,Booker Sour Cream,Booker,Cream,Dairy
1295,Booker,Booker Jack Cheese,Booker,Cheese,Dairy
1296,Booker,Booker Muenster Cheese,Booker,Cheese,Dairy
1297,Booker,Booker String Cheese,Booker,Cheese,Dairy
1298,Booker,Booker Low Fat String Cheese,Booker,Cheese,Dairy
1299,Booker,Booker Havarti Cheese,Booker,Cheese,Dairy
1300,Booker,Booker Head Cheese,Booker,Cheese,Dairy
1301,Booker,Booker Cheese Spread,Booker,Spread,Dairy
1302,Booker,Booker Sharp Cheddar Cheese,Booker,Cheese,Dairy
1303,Booker,Booker Mild Cheddar Cheese,Booker,Cheese,Dairy
1304,Booker,Booker Large Curd Cottage Cheese,Booker,Cheese,Dairy
1305,Booker,Booker 2% Milk,Booker,Milk,Beverage
1306,Booker,Booker Buttermilk,Booker,Buttermilk,Beverage
1307,Booker,Booker Chocolate Milk,Booker,Milk,Beverage
1308,Booker,Booker 1% Milk,Booker,Milk,Beverage
1309,Booker,Booker Whole Milk,Booker,Milk,Beverage
1310,Booker,Booker Strawberry Yogurt,Booker,Yogurt,Dairy
1311,Booker,Booker Blueberry Yogurt,Booker,Yogurt,Dairy
1312,Lake,Lake Chicken Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
1313,Lake,Lake Pimento Loaf,Market Produce,Loaf,Produce
1314,Lake,Lake Beef Bologna,Market Meat/Seafood,Bologna,Meat/Seafood
1315,Lake,Lake Low Fat Bologna,Market Meat/Seafood,Bologna,Meat/Seafood
1316,Lake,Lake Turkey Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
1317,Lake,Lake Foot-Long Hot Dogs,Market Snacks/Frozen,Dogs,Snacks/Frozen
1318,Lake,Lake Low Fat Cole Slaw,Market Miscellaneous,Slaw,Miscellaneous
1319,Lake,Lake Cole Slaw,Market Miscellaneous,Slaw,Miscellaneous
1320,Lake,Lake Roasted Chicken,Market Meat/Seafood,Chicken,Meat/Seafood
1321,Lake,Lake Corned Beef,Market Produce,Beef,Produce
1322,Lake,Lake Sliced Turkey,Market Meat/Seafood,Turkey,Meat/Seafood
1323,Lake,Lake Sliced Ham,Market Meat/Seafood,Ham,Meat/Seafood
1324,Lake,Lake Potato Salad,Market Produce,Salad,Produce
1325,Lake,Lake Sliced Chicken,Market Meat/Seafood,Chicken,Meat/Seafood
1326,Giant,Giant Small Brown Eggs,Market Dairy,Eggs,Dairy
1327,Giant,Giant Large Brown Eggs,Market Dairy,Eggs,Dairy
1328,Giant,Giant Small Eggs,Market Dairy,Eggs,Dairy
1329,Giant,Giant Large Eggs,Market Dairy,Eggs,Dairy
1330,Giant,Giant Egg Substitute,Market Dairy,Substitute,Dairy
1331,Carrington,Carrington Low Fat Waffles,Carrington,Waffles,Snacks/Frozen
1332,Carrington,Carrington Orange Popsicles,Carrington,Popsicles,Snacks/Frozen
1333,Carrington,Carrington Frozen Chicken Breast,Carrington,Breast,Produce
1334,Carrington,Carrington Frozen Pancakes,Carrington,Pancakes,Produce
1335,Carrington,Carrington Low Fat French Fries,Carrington,Fries,Snacks/Frozen
1336,Carrington,Carrington Frozen Sausage Pizza,Carrington,Pizza,Produce
1337,Carrington,Carrington Blueberry Waffles,Carrington,Waffles,Snacks/Frozen
1338,Carrington,Carrington Fajita French Fries,Carrington,Fries,Snacks/Frozen
1339,Carrington,Carrington Waffles,Carrington,Waffles,Snacks/Frozen
1340,Carrington,Carrington Frozen Pepperoni Pizza,Carrington,Pizza,Produce
1341,Carrington,Carrington Frozen Cheese Pizza,Carrington,Pizza,Produce
1342,Carrington,Carrington Frozen Mushroom Pizza,Carrington,Pizza,Produce
1343,Carrington,Carrington Apple Cinnamon Waffles,Carrington,Waffles,Produce
1344,Carrington,Carrington Frozen Carrots,Carrington,Carrots,Produce
1345,Carrington,Carrington Turkey TV Dinner,Carrington,Dinner,Meat/Seafood
1346,Carrington,Carrington Chicken TV Dinner,Carrington,Dinner,Meat/Seafood
1347,Carrington,Carrington Beef TV Dinner,Carrington,Dinner,Meat/Seafood
1348,Carrington,Carrington Pancake Mix,Carrington,Mix,Bakery/Pasta
1349,Carrington,Carrington Grape Popsicles,Carrington,Popsicles,Snacks/Frozen
1350,Carrington,Carrington Home Style French Fries,Carrington,Fries,Snacks/Frozen
1351,Carrington,Carrington Lime Popsicles,Carrington,Popsicles,Snacks/Frozen
1352,Carrington,Carrington Ice Cream,Carrington,Cream,Dairy
1353,Carrington,Carrington Ice Cream Sandwich,Carrington,Sandwich,Dairy
1354,Carrington,Carrington Frozen Cauliflower,Carrington,Cauliflower,Produce
1355,Carrington,Carrington Frozen Broccoli,Carrington,Broccoli,Produce
1356,Carrington,Carrington Frozen Corn,Carrington,Corn,Produce
1357,Carrington,Carrington Frozen Peas,Carrington,Peas,Produce
1358,Carrington,Carrington Popsicles,Carrington,Popsicles,Snacks/Frozen
1359,Carrington,Carrington Frozen Chicken Thighs,Carrington,Thighs,Produce
1360,Carrington,Carrington Frozen Chicken Wings,Carrington,Wings,Produce
1361,Carrington,Carrington Lemon Popsicles,Carrington,Popsicles,Snacks/Frozen
1362,Hilltop,Hilltop Silky Smooth Hair Conditioner,Hilltop,Conditioner,Personal Care
1363,Hilltop,Hilltop Tartar Control Toothpaste,Hilltop,Toothpaste,Personal Care
1364,Hilltop,Hilltop Whitening Toothpast,Hilltop,Toothpast,Miscellaneous
1365,Hilltop,Hilltop Toothpaste,Hilltop,Toothpaste,Personal Care
1366,Hilltop,Hilltop Deodorant,Hilltop,Deodorant,Personal Care
1367,Hilltop,Hilltop Conditioning Shampoo,Hilltop,Shampoo,Meat/Seafood
1368,Hilltop,Hilltop Extra Moisture Shampoo,Hilltop,Shampoo,Meat/Seafood
1369,Hilltop,Hilltop Angled Toothbrush,Hilltop,Toothbrush,Miscellaneous
1370,Hilltop,Hilltop Apricot Shampoo,Hilltop,Shampoo,Meat/Seafood
1371,Hilltop,Hilltop Childrens Aspirin,Hilltop,Aspirin,Personal Care
1372,Hilltop,Hilltop Buffered Aspirin,Hilltop,Aspirin,Personal Care
1373,Hilltop,Hilltop 200 MG Ibuprofen,Hilltop,Ibuprofen,Miscellaneous
1374,Hilltop,Hilltop 200 MG Acetominifen,Hilltop,Acetominifen,Personal Care
1375,Hilltop,Hilltop HCL Nasal Spray,Hilltop,Spray,Miscellaneous
1376,Hilltop,Hilltop Dishwasher Detergent,Hilltop,Detergent,Household
1377,Hilltop,Hilltop Multi-Symptom Cold Remedy,Hilltop,Remedy,Personal Care
1378,Hilltop,Hilltop Childrens Cold Remedy,Hilltop,Remedy,Personal Care
1379,Hilltop,Hilltop Laundry Detergent,Hilltop,Detergent,Household
1380,Hilltop,Hilltop Mint Mouthwash,Hilltop,Mouthwash,Miscellaneous
1381,Sunset,Sunset 60 Watt Lightbulb,Sunset,Lightbulb,Household
1382,Sunset,Sunset Plastic Forks,Sunset,Forks,Household
1383,Sunset,Sunset Plastic Spoons,Sunset,Spoons,Household
1384,Sunset,Sunset Plastic Knives,Sunset,Knives,Household
1385,Sunset,Sunset C-Size Batteries,Sunset,Batteries,Miscellaneous
1386,Sunset,Sunset 100 Watt Lightbulb,Sunset,Lightbulb,Household
1387,Sunset,Sunset AAA-Size Batteries,Sunset,Batteries,Miscellaneous
1388,Sunset,Sunset Paper Plates,Sunset,Plates,Household
1389,Sunset,Sunset Paper Cups,Sunset,Cups,Household
1390,Sunset,Sunset 75 Watt Lightbulb,Sunset,Lightbulb,Household
1391,Sunset,Sunset Toilet Bowl Cleaner,Sunset,Cleaner,Household
1392,Sunset,Sunset Counter Cleaner,Sunset,Cleaner,Household
1393,Sunset,Sunset Glass Cleaner,Sunset,Cleaner,Household
1394,Sunset,Sunset 25 Watt Lightbulb,Sunset,Lightbulb,Household
1395,Sunset,Sunset AA-Size Batteries,Sunset,Batteries,Miscellaneous
1396,Sunset,Sunset D-Size Batteries,Sunset,Batteries,Miscellaneous
1397,Sunset,Sunset Paper Towels,Sunset,Towels,Household
1398,Sunset,Sunset Soft Napkins,Sunset,Napkins,Household
1399,Sunset,Sunset Scented Tissue,Sunset,Tissue,Household
1400,Sunset,Sunset Toilet Paper,Sunset,Paper,Household
1401,Sunset,Sunset Tissues,Sunset,Tissues,Household
1402,Sunset,Sunset Scented Toilet Tissue,Sunset,Tissue,Household
1403,Sunset,Sunset Room Freshener,Sunset,Freshener,Produce
1404,Sunset,Sunset Frying Pan,Sunset,Pan,Miscellaneous
1405,Sunset,Sunset Copper Cleaner,Sunset,Cleaner,Household
1406,Sunset,Sunset Bees Wax Candles,Sunset,Candles,Miscellaneous
1407,Sunset,Sunset Silver Cleaner,Sunset,Cleaner,Household
1408,Sunset,Sunset Copper Pot Scrubber,Sunset,Scrubber,Miscellaneous
1409,Sunset,Sunset Economy Toilet Brush,Sunset,Brush,Pantry
1410,Sunset,Sunset Scissors,Sunset,Scissors,Miscellaneous
1411,Sunset,Sunset Large Sponge,Sunset,Sponge,Miscellaneous
1412,Sunset,Sunset Screw Driver,Sunset,Driver,Miscellaneous
1413,Gerolli,Gerolli Extra Lean Hamburger,Market Bakery/Pasta,Hamburger,Bakery/Pasta
1414,Gerolli,Gerolli Seasoned Hamburger,Market Bakery/Pasta,Hamburger,Bakery/Pasta
1415,Gauss,Gauss Monthly Sports Magazine,Market Media,Magazine,Media
1416,Gauss,Gauss Monthly Auto Magazine,Market Media,Magazine,Media
1417,Gauss,Gauss Monthly Computer Magazine,Market Media,Magazine,Media
1418,Gauss,Gauss Monthly Home Magazine,Market Media,Magazine,Media
1419,Gauss,Gauss Monthly Fashion Magazine,Market Media,Magazine,Media
1420,Hermanos,Hermanos Summer Squash,Hermanos,Squash,Miscellaneous
1421,Hermanos,Hermanos Corn on the Cob,Hermanos,Cob,Produce
1422,Hermanos,Hermanos Asparagus,Hermanos,Asparagus,Produce
1423,Hermanos,Hermanos Sweet Peas,Hermanos,Peas,Produce
1424,Hermanos,Hermanos New Potatos,Hermanos,Potatos,Produce
1425,Hermanos,Hermanos Beets,Hermanos,Beets,Produce
1426,Hermanos,Hermanos Prepared Salad,Hermanos,Salad,Miscellaneous
1427,Hermanos,Hermanos Onions,Hermanos,Onions,Produce
1428,Hermanos,Hermanos Green Pepper,Hermanos,Pepper,Pantry
1429,Hermanos,Hermanos Shitake Mushrooms,Hermanos,Mushrooms,Produce
1430,Hermanos,Hermanos Lettuce,Hermanos,Lettuce,Produce
1431,Hermanos,Hermanos Elephant Garlic,Hermanos,Garlic,Produce
1432,Hermanos,Hermanos Red Pepper,Hermanos,Pepper,Pantry
1433,Hermanos,Hermanos Garlic,Hermanos,Garlic,Produce
1434,Hermanos,Hermanos Potatos,Hermanos,Potatos,Produce
1435,Hermanos,Hermanos Cauliflower,Hermanos,Cauliflower,Produce
1436,Hermanos,Hermanos Tomatos,Hermanos,Tomatos,Produce
1437,Hermanos,Hermanos Mushrooms,Hermanos,Mushrooms,Produce
1438,Hermanos,Hermanos Baby Onion,Hermanos,Onion,Produce
1439,Hermanos,Hermanos Dried Mushrooms,Hermanos,Mushrooms,Produce
1440,Hermanos,Hermanos Fresh Lima Beans,Hermanos,Beans,Produce
1441,Hermanos,Hermanos Squash,Hermanos,Squash,Miscellaneous
1442,Hermanos,Hermanos Limes,Hermanos,Limes,Miscellaneous
1443,Hermanos,Hermanos Firm Tofu,Hermanos,Tofu,Miscellaneous
1444,Hermanos,Hermanos Almonds,Hermanos,Almonds,Miscellaneous
1445,Hermanos,Hermanos Macintosh Apples,Hermanos,Apples,Produce
1446,Hermanos,Hermanos Golden Delcious Apples,Hermanos,Apples,Produce
1447,Hermanos,Hermanos Red Delcious Apples,Hermanos,Apples,Produce
1448,Hermanos,Hermanos Lemons,Hermanos,Lemons,Miscellaneous
1449,Hermanos,Hermanos Fancy Plums,Hermanos,Plums,Miscellaneous
1450,Hermanos,Hermanos Plums,Hermanos,Plums,Miscellaneous
1451,Hermanos,Hermanos Peaches,Hermanos,Peaches,Produce
1452,Hermanos,Hermanos Broccoli,Hermanos,Broccoli,Produce
1453,Hermanos,Hermanos Mandarin Oranges,Hermanos,Oranges,Miscellaneous
1454,Hermanos,Hermanos Mixed Nuts,Hermanos,Nuts,Produce
1455,Hermanos,Hermanos Canned Peanuts,Hermanos,Peanuts,Produce
1456,Hermanos,Hermanos Sweet Onion,Hermanos,Onion,Produce
1457,Hermanos,Hermanos Cantelope,Hermanos,Cantelope,Miscellaneous
1458,Hermanos,Hermanos Honey Dew,Hermanos,Dew,Pantry
1459,Hermanos,Hermanos Fuji Apples,Hermanos,Apples,Produce
1460,Hermanos,Hermanos Walnuts,Hermanos,Walnuts,Produce
1461,Hermanos,Hermanos Oranges,Hermanos,Oranges,Miscellaneous
1462,Hermanos,Hermanos Tangerines,Hermanos,Tangerines,Miscellaneous
1463,Hermanos,Hermanos Party Nuts,Hermanos,Nuts,Produce
1464,Amigo,Amigo Lox,Market Meat/Seafood,Lox,Meat/Seafood
1465,Amigo,Amigo Scallops,Market Meat/Seafood,Scallops,Meat/Seafood
1466,Fort West,Fort West Low Fat Cookies,Fort West,Cookies,Snacks/Frozen
1467,Fort West,Fort West BBQ Potato Chips,Fort West,Chips,Produce
1468,Fort West,Fort West Corn Chips,Fort West,Chips,Produce
1469,Fort West,Fort West Low Fat BBQ Chips,Fort West,Chips,Snacks/Frozen
1470,Fort West,Fort West Sugar Cookies,Fort West,Cookies,Snacks/Frozen
1471,Fort West,Fort West Chocolate Chip Cookies,Fort West,Cookies,Beverage
1472,Fort West,Fort West Fudge Cookies,Fort West,Cookies,Snacks/Frozen
1473,Fort West,Fort West Fudge Brownies,Fort West,Brownies,Miscellaneous
1474,Fort West,Fort West Potato Chips,Fort West,Chips,Produce
1475,Fort West,Fort West Lemon Cookies,Fort West,Cookies,Snacks/Frozen
1476,Fort West,Fort West Graham Crackers,Fort West,Crackers,Snacks/Frozen
1477,Fort West,Fort West Cheese Crackers,Fort West,Crackers,Dairy
1478,Fort West,Fort West Buttered Popcorn,Fort West,Popcorn,Produce
1479,Fort West,Fort West No Salt Popcorn,Fort West,Popcorn,Produce
1480,Fort West,Fort West Low Fat Popcorn,Fort West,Popcorn,Produce
1481,Fort West,Fort West Salsa Dip,Fort West,Dip,Miscellaneous
1482,Fort West,Fort West Avocado Dip,Fort West,Dip,Miscellaneous
1483,Fort West,Fort West Salted Pretzels,Fort West,Pretzels,Snacks/Frozen
1484,Fort West,Fort West Cheese Dip,Fort West,Dip,Dairy
1485,Fort West,Fort West Fondue Mix,Fort West,Mix,Miscellaneous
1486,Fort West,Fort West Mini Donuts,Fort West,Donuts,Produce
1487,Fort West,Fort West Beef Jerky,Fort West,Jerky,Meat/Seafood
1488,Fort West,Fort West Chocolate Donuts,Fort West,Donuts,Beverage
1489,Fort West,Fort West Low Fat Chips,Fort West,Chips,Snacks/Frozen
1490,Fort West,Fort West Sesame Crackers,Fort West,Crackers,Snacks/Frozen
1491,Fort West,Fort West Frosted Cookies,Fort West,Cookies,Snacks/Frozen
1492,Fort West,Fort West Dried Apples,Fort West,Apples,Produce
1493,Fort West,Fort West Apple Fruit Roll,Fort West,Roll,Produce
1494,Fort West,Fort West Strawberry Fruit Roll,Fort West,Roll,Produce
1495,Fort West,Fort West Raspberry Fruit Roll,Fort West,Roll,Produce
1496,Fort West,Fort West Grape Fruit Roll,Fort West,Roll,Produce
1497,Fort West,Fort West Dried Dates,Fort West,Dates,Produce
1498,Fort West,Fort West Raisins,Fort West,Raisins,Miscellaneous
1499,Fort West,Fort West Golden Raisins,Fort West,Raisins,Miscellaneous
1500,Fort West,Fort West Dried Apricots,Fort West,Apricots,Produce
1501,Fort West,Fort West Frosted Donuts,Fort West,Donuts,Produce
1502,Gulf Coast,Gulf Coast Tasty Candy Bar,Market Snacks/Frozen,Bar,Snacks/Frozen
1503,Gulf Coast,Gulf Coast Mint Chocolate Bar,Market Beverage,Bar,Beverage
